Time,Sensor1_X,Sensor1_Y,Sensor1_Z,Sensor1_RMS,Sensor2_X,Sensor2_Y,Sensor2_Z,Sensor2_RMS,Sensor3_X,Sensor3_Y,Sensor3_Z,Sensor3_RMS,Sensor4_X,Sensor4_Y,Sensor4_Z,Sensor4_RMS
23.894238710403442,0.4,-0.11,9.19,9.199358673298915,0.69,-0.11,9.71,9.73510657363339,-0.11,0.34,9.6,9.606648739284683,-0.48,-0.48,-0.48,0.8313843876330611
24.914879083633423,0.17,-0.23,9.42,9.4243408257554,0.23,-0.11,9.42,9.423449474582013,0.17,0.17,9.08,9.083182261740651,-0.48,-0.48,-0.48,0.8313843876330611
25.92900013923645,0.4,-0.57,9.19,9.216344177601007,0.17,0.34,9.54,9.54757037156574,-0.06,0.46,10.0,10.01075421734047,-0.48,-0.48,-0.48,0.8313843876330611
26.957029581069946,0.34,-0.23,9.48,9.488882969032762,0.52,-0.4,9.48,9.502673308074945,0.06,0.34,9.48,9.486284836541648,-0.48,-0.48,-0.48,0.8313843876330611
27.984343767166138,0.57,0.06,9.25,9.26773974602222,0.75,0.17,9.42,9.451338529541728,-0.06,0.29,9.6,9.60456662218551,-0.48,-0.48,-0.48,0.8313843876330611
29.011702060699463,0.4,0.06,9.83,9.838317945665306,0.52,-0.29,9.31,9.329019241056372,-0.06,0.46,9.77,9.78100710561034,-0.48,-0.48,-0.48,0.8313843876330611
30.032772302627563,0.06,0.06,9.42,9.420382157853258,0.4,-0.29,9.19,9.203271157583046,0.11,0.34,9.54,9.546690526040948,-0.48,-0.48,-0.48,0.8313843876330611
31.044527053833008,0.23,-0.34,9.54,9.548827153111526,0.57,-0.63,9.77,9.806870040945785,0.17,0.34,9.42,9.427666731487701,-0.48,-0.48,-0.48,0.8313843876330611
32.069610357284546,0.75,-0.11,9.02,9.05179540201832,0.29,0.11,9.54,9.54504059708496,-0.11,0.11,9.88,9.881224620460767,-0.48,-0.48,-0.48,0.8313843876330611
33.093783140182495,0.4,0.34,9.42,9.434617109347894,0.23,-0.06,9.19,9.193073479527943,-0.11,0.11,9.6,9.60126033393533,-0.48,-0.48,-0.48,0.8313843876330611
34.113292932510376,0.69,0.06,10.06,10.083813762659444,0.8,0.17,9.08,9.116759292643412,0.23,0.23,9.6,9.60550883607943,-0.48,-0.48,-0.48,0.8313843876330611
35.139145374298096,0.4,-0.52,9.71,9.732137483615817,0.34,-0.17,9.65,9.657484144434305,0.0,0.11,9.94,9.940608633277943,-0.48,-0.48,-0.48,0.8313843876330611
36.16932463645935,0.4,0.11,9.37,9.37917906855392,0.57,0.4,9.37,9.395839504802112,0.34,0.34,9.71,9.721897962846556,-0.48,-0.48,-0.48,0.8313843876330611
37.193480014801025,0.57,0.17,9.88,9.897888663750468,0.34,-0.06,10.23,10.235824343940259,-0.23,0.17,9.77,9.774185388051528,-0.48,-0.48,-0.48,0.8313843876330611
