Time,Sensor1_X,Sensor1_Y,Sensor1_Z,Sensor1_RMS,Sensor2_X,Sensor2_Y,Sensor2_Z,Sensor2_RMS,Sensor3_X,Sensor3_Y,Sensor3_Z,Sensor3_RMS,Sensor4_X,Sensor4_Y,Sensor4_Z,Sensor4_RMS
0.4117255210876465,0.4,-0.11,9.65,9.658912982318455,0.4,0.06,9.71,9.718420653583587,-0.4,0.34,9.54,9.554433525855941,7.69,0.0,9.61,12.308054273523496
1.424584150314331,0.11,-0.34,9.42,9.42677569479618,0.23,0.0,9.65,9.652740543493335,0.34,0.69,9.42,9.451354400296289,7.21,0.0,9.13,11.63361508732346
2.444770336151123,0.29,-0.29,9.48,9.488867161047203,0.63,0.11,9.71,9.731037971357425,-0.06,0.46,9.88,9.890884692483278,6.73,0.0,10.09,12.128520107581139
3.458753824234009,0.57,-0.29,9.77,9.790909048704313,0.57,-0.52,9.94,9.969899698592759,-0.23,0.34,9.54,9.548827153111526,7.21,-0.48,9.61,12.023585155850979
4.476648569107056,0.4,-0.11,9.65,9.658912982318455,0.4,0.23,9.83,9.840823136303182,0.17,0.23,9.65,9.654237411623976,7.69,-0.48,9.61,12.317410442134337
5.49999213218689,0.29,-0.57,9.54,9.561412029611526,0.63,0.17,9.65,9.672037013990384,-0.29,0.11,9.48,9.485072482590736,7.69,-0.48,9.61,12.317410442134337
6.517261505126953,0.69,-0.17,9.31,9.337081985288552,0.63,0.46,9.42,9.45224312002183,0.11,0.8,9.54,9.574116147196042,7.69,-0.48,9.61,12.317410442134337
7.542455196380615,0.4,-0.11,9.14,9.149409817031916,0.57,0.11,9.25,9.268198314667204,0.11,0.11,10.4,10.401163396466762,7.21,-0.48,9.61,12.023585155850979
8.56636929512024,0.4,-0.75,9.08,9.11969845992728,0.52,0.23,9.83,9.846430825431112,0.11,0.57,9.42,9.437870522527845,7.21,0.0,9.13,11.63361508732346
9.586482524871826,0.57,-0.23,9.71,9.72943472150361,0.8,-0.23,9.71,9.745614398281928,-0.11,0.11,9.31,9.311299587060875,7.21,-0.48,9.61,12.023585155850979
10.604614973068237,0.4,-0.11,9.25,9.25929802954846,0.69,0.23,9.37,9.398185995180132,-0.23,0.34,9.54,9.548827153111526,7.21,0.0,10.09,12.401298319127719
11.620773553848267,0.52,-0.52,9.19,9.21937633465518,0.4,-0.23,9.54,9.551151763007432,-0.46,-0.11,9.48,9.491791190286477,7.21,0.0,9.61,12.014000166472448
12.640821695327759,0.4,0.06,9.25,9.258839020093179,0.4,-0.34,9.6,9.614343451323132,0.4,0.23,9.71,9.720956743037181,7.21,0.0,9.61,12.014000166472448
13.65311884880066,0.57,0.11,9.65,9.66744537093435,0.4,-0.11,9.31,9.319238166288057,0.34,0.4,10.0,10.013770518640818,7.21,0.0,9.61,12.014000166472448
14.667733907699585,0.75,-0.11,9.6,9.629880580775652,0.46,-0.06,9.48,9.491343424405208,0.34,0.57,9.54,9.563059133980088,7.21,0.0,9.61,12.014000166472448
15.694464683532715,0.4,0.17,9.48,9.489957850275205,0.29,-0.4,9.6,9.61270513435214,-0.11,0.17,9.77,9.772098034710867,7.69,-0.48,9.61,12.317410442134337
16.709884881973267,0.4,-0.06,9.14,9.14894529440416,0.8,-0.63,9.88,9.932336079694446,0.0,0.23,9.54,9.542772133924187,6.73,0.0,10.09,12.128520107581139
17.72317409515381,0.46,0.0,10.17,10.180397831126248,0.98,-0.17,10.0,10.049343262124147,0.0,-0.17,9.65,9.651497293166486,7.21,-0.48,9.61,12.023585155850979
18.751691818237305,0.63,-0.4,9.37,9.399670206980668,0.52,-0.34,9.77,9.789734419278185,-0.4,0.29,9.65,9.662639390973876,7.21,-0.48,10.09,12.410584192535016
19.77696132659912,0.4,0.0,9.37,9.378534000578128,0.63,0.17,9.14,9.16326361074481,0.0,0.23,9.6,9.602754813073172,7.21,-0.96,10.09,12.438400218677641
20.789785385131836,0.57,-0.11,9.19,9.208316892896335,0.46,-0.17,9.65,9.662453104672746,-0.11,0.29,9.54,9.54504059708496,6.73,0.0,9.61,11.732220591175397
21.808807134628296,0.52,-0.06,9.19,9.204895436668469,0.52,0.06,9.48,9.494440478511622,0.11,-0.11,9.6,9.60126033393533,7.21,0.0,10.09,12.401298319127719
22.822158098220825,0.34,0.34,9.48,9.492186260287985,0.52,-0.23,9.65,9.666736781354917,0.23,0.52,10.17,10.185882386911798,7.21,-0.48,9.61,12.023585155850979
23.83851170539856,0.52,-0.34,9.71,9.729856114044031,0.29,-0.4,9.71,9.722561390909291,0.17,0.11,9.71,9.712110996070834,7.69,-0.48,10.09,12.69545587995957
24.85363268852234,0.57,-0.06,9.71,9.726900842508883,0.4,-0.11,9.48,9.48907266280536,-0.06,0.0,9.19,9.190195862983552,6.73,-0.48,9.61,11.742035598651539
25.86389183998108,0.57,-0.11,9.54,9.557646153734716,0.69,-0.11,9.48,9.505714071020652,0.11,0.4,9.65,9.658912982318455,7.69,0.0,9.61,12.308054273523496
26.894992351531982,0.4,-0.17,9.65,9.65978260624948,0.06,-0.23,9.19,9.193073479527943,-0.23,0.57,9.6,9.619656958540673,7.69,-0.48,9.13,11.946689918132137
27.921876668930054,0.17,0.23,9.48,9.484313364709118,0.34,0.34,9.37,9.382329135134835,-0.11,-0.06,9.65,9.650813437218646,7.69,-0.48,10.09,12.69545587995957
28.940498113632202,0.57,0.23,9.08,9.100780186335674,0.34,-0.63,9.6,9.626655701748142,0.06,0.29,9.54,9.544595329295003,7.21,-0.48,9.61,12.023585155850979
29.962229013442993,0.23,-0.23,9.48,9.485578527427835,0.57,-0.4,9.65,9.675091730831289,0.23,-0.06,9.37,9.373014456406219,7.21,0.0,9.61,12.014000166472448
30.980765104293823,0.4,0.11,9.83,9.838749920594587,0.4,-0.23,9.54,9.551151763007432,0.17,0.0,9.71,9.711488042519541,7.21,-0.48,10.09,12.410584192535016
32.010562896728516,0.34,-0.4,9.54,9.554433525855941,0.06,-0.17,10.57,10.571537258128545,-0.11,0.4,9.83,9.838749920594587,7.21,-0.96,9.61,12.052294387377035
33.030457973480225,0.69,-0.23,9.54,9.567685195490077,0.34,0.23,9.25,9.259103628321697,0.11,0.29,9.88,9.884867222173499,7.21,-0.48,9.61,12.023585155850979
34.049835205078125,0.4,-0.23,9.71,9.720956743037181,0.29,0.0,9.88,9.884255156560863,-0.11,0.57,9.83,9.847126484411582,7.21,-0.48,10.09,12.410584192535016
35.07059693336487,0.52,-0.23,9.83,9.846430825431112,0.17,-0.29,9.65,9.655853147184873,0.06,0.34,9.65,9.656174190640929,7.69,-0.48,9.13,11.946689918132137
36.08543014526367,0.34,-0.17,9.94,9.947265956030328,0.4,-0.29,9.83,9.842408241888771,0.06,0.17,9.94,9.941634674438605,7.21,-0.48,9.61,12.023585155850979
37.10767960548401,0.34,-0.06,9.25,9.256441000730248,0.4,-0.29,9.42,9.432947577507257,-0.06,0.06,9.77,9.770368467974992,7.69,-0.48,10.09,12.69545587995957
38.12588334083557,0.57,0.17,9.48,9.498642008203069,0.63,-0.11,9.48,9.501547242423205,-0.23,0.17,9.48,9.484313364709118,7.21,0.0,10.09,12.401298319127719
39.14798069000244,0.4,-0.11,9.94,9.94865317517904,0.17,-0.52,9.6,9.615575905789523,0.17,0.17,9.54,9.543028869284635,7.69,0.0,10.09,12.686378521863519
40.165568113327026,0.4,-0.29,9.31,9.323100342697165,0.8,-0.11,9.65,9.683728620732822,0.29,0.57,9.71,9.731037971357425,7.21,-0.48,9.61,12.023585155850979
41.1869535446167,0.57,-0.23,9.42,9.440031779607525,0.4,0.11,9.31,9.319238166288057,-0.06,0.34,9.83,9.836061203550942,6.73,0.0,10.09,12.128520107581139
42.20889711380005,0.4,-0.29,9.88,9.892345525708249,0.34,-0.11,9.65,9.656614313515892,0.11,0.4,9.48,9.48907266280536,7.21,0.0,9.13,11.63361508732346
43.235318183898926,0.23,-0.23,9.08,9.085824123325303,0.4,-0.11,9.42,9.429130394686458,0.11,0.4,9.6,9.608959360929777,7.21,0.0,10.09,12.401298319127719
44.2586727142334,0.75,-0.11,9.48,9.510257620064769,0.8,-0.17,9.71,9.744382997399066,-0.06,0.29,9.37,9.374678661159537,7.21,-0.48,10.09,12.410584192535016
45.27963471412659,0.34,0.11,9.71,9.716573470107662,0.4,0.4,9.42,9.436969852659274,0.23,0.29,9.42,9.427268957656825,7.21,0.0,9.61,12.014000166472448
46.30195689201355,0.57,0.0,9.54,9.557013131726878,0.23,-0.34,9.77,9.778619534474178,-0.17,0.4,9.65,9.65978260624948,7.69,0.0,9.61,12.308054273523496
47.32079362869263,0.17,0.34,9.25,9.257807515821442,0.34,-0.06,9.42,9.42632484057281,-0.11,0.11,9.6,9.60126033393533,7.69,-0.48,10.09,12.69545587995957
48.3511266708374,0.34,-0.63,9.19,9.217841395901754,0.52,-0.11,9.83,9.844358790698356,0.11,0.17,9.71,9.712110996070834,7.21,-0.48,10.09,12.410584192535016
49.3756320476532,0.4,0.06,9.88,9.888275886118874,0.23,-0.23,9.88,9.885352800987935,-0.11,0.29,9.37,9.375131999070732,7.69,-0.48,10.09,12.69545587995957
50.39037799835205,0.11,0.0,9.37,9.370645655449788,0.4,0.11,9.48,9.48907266280536,0.34,0.34,9.6,9.61203412395108,7.69,-0.48,9.13,11.946689918132137
51.4121572971344,0.11,0.17,9.65,9.65212411855546,0.34,0.23,9.83,9.838566968822239,0.06,0.46,9.94,9.950819061765719,7.69,-0.48,10.09,12.69545587995957
52.43113994598389,0.29,-0.52,9.54,9.558561607271253,0.4,0.06,9.08,9.089004345911603,-0.06,0.06,9.71,9.710370744724427,7.21,0.0,10.09,12.401298319127719
53.44401001930237,0.34,-0.34,9.02,9.032806872727878,0.23,0.0,9.71,9.71272361389945,0.06,0.34,9.71,9.716136063271245,7.21,-0.48,9.61,12.023585155850979
54.458714723587036,0.75,-0.06,9.71,9.739106735219613,0.4,-0.29,9.71,9.722561390909291,0.11,-0.06,9.71,9.710808411249808,7.21,0.0,10.09,12.401298319127719
55.494266986846924,0.29,-0.23,9.02,9.027591040803742,0.8,0.34,9.94,9.977935658241137,-0.06,0.34,9.6,9.606206327161622,7.21,0.0,10.57,12.79488178921556
56.52189087867737,0.4,-0.17,9.31,9.320139483934778,0.34,-0.06,9.94,9.945994168508244,-0.17,-0.06,9.42,9.421724895155876,7.21,-0.48,10.09,12.410584192535016
57.55143666267395,0.46,-0.06,9.42,9.431415588340915,0.63,-0.4,9.31,9.339860812667393,0.06,0.29,9.77,9.774487198825316,7.21,0.0,9.13,11.63361508732346
58.57166266441345,0.23,-0.11,9.54,9.543406100549216,0.34,0.11,9.31,9.316855692775327,0.29,0.46,9.54,9.555485335659304,6.73,0.0,10.09,12.128520107581139
59.584505796432495,0.34,-0.23,9.88,9.88852365118272,0.4,-0.11,9.42,9.429130394686458,0.0,0.57,9.83,9.846512072810352,7.69,-0.48,10.09,12.69545587995957
60.59818506240845,0.4,0.34,9.6,9.614343451323132,0.69,-0.29,9.54,9.569315545011564,-0.23,0.46,9.48,9.493940172552174,7.69,0.0,10.09,12.686378521863519
61.622371435165405,0.4,-0.23,9.37,9.38135384686027,0.75,0.11,9.48,9.510257620064769,0.23,0.4,9.42,9.431293654637205,7.21,0.0,10.09,12.401298319127719
62.63963794708252,0.4,0.0,9.71,9.71823543653888,0.57,-0.46,9.48,9.508254308757207,0.0,-0.11,10.0,10.000604981699857,7.21,-0.48,9.13,11.643513215520478
